,Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M)
525,-7.84885,-42548.7,-0.002906981,-106.37175,-4.61162,-25147.2,-0.001708007,-62.868,7.0875,41618.2,0.002625,104.0455,-3.48047,-13323.1,-0.001289063,-33.30775,2.08828,16233.9,0.000773437,40.58475,-2.95716,-21516.4,-0.001095244,-53.791,,,,,,,,,,,,,,,,,,,,,,,,
526,-5.82385,-31299.1,-0.002156981,-78.24775,-2.58662,-13969.8,-0.000958007,-34.9245,9.1125,53439.6,0.003375,133.599,-1.45547,-2129.69,-0.000539063,-5.324225,4.11328,27163.7,0.001523437,67.90925,-4.66576,-31357.3,-0.001728059,-78.39325,,,,,,,,,,,,,,,,,,,,,,,,
527,-3.79885,-20050.1,-0.001406981,-50.12525,-0.561621,-2794.89,-0.000208008,-6.987225,11.1375,65260.4,0.004125,163.151,0.569531,8963.85,0.000210937,22.409625,6.13828,38058.5,0.002273437,95.14625,-6.69076,-42958.7,-0.002478059,-107.39675,,,,,,,,,,,,,,,,,,,,,,,,
528,-1.77385,-8814.66,-0.000656981,-22.03665,1.46338,8344.26,0.000541993,20.86065,13.1625,77081.8,0.004875,192.7045,2.59453,19960.1,0.000960937,49.90025,8.16328,48863.5,0.003023437,122.15875,-8.71576,-54468.2,-0.003228059,-136.1705,,,,,,,,,,,,,,,,,,,,,,,,
529,0.251147,2409.17,9.30E-05,6.022925,3.48838,19485.4,0.001291993,48.7135,15.1875,88895.8,0.005625,222.2395,4.61953,30927.2,0.001710937,77.318,10.1883,59553.9,0.003773444,148.88475,-10.7408,-65860.1,-0.003978074,-164.65025,,,,,,,,,,,,,,,,,,,,,,,,
530,2.27615,13593.2,0.000843019,33.983,5.51338,30619.5,0.002041993,76.54875,17.2125,100686,0.006375,251.715,6.64453,41825.8,0.002460937,104.5645,12.2133,70070.9,0.004523444,175.17725,-12.7658,-77088.5,-0.004728074,-192.72125,,,,,,,,,,,,,,,,,,,,,,,,
531,4.30115,24783.4,0.001593019,61.9585,7.53838,41754.2,0.002791993,104.3855,19.2375,112427,0.007125,281.0675,8.66953,52601.8,0.003210937,131.5045,14.2383,80162,0.005273444,200.405,-14.7908,-87938.1,-0.005478074,-219.84525,,,,,,,,,,,,,,,,,,,,,,,,
532,6.32615,35950.4,0.002343019,89.876,9.56338,52880.8,0.003541993,132.202,19.2375,112427,0.007125,281.0675,10.6945,63197.4,0.003960926,157.9935,16.2633,89580.7,0.006023444,223.95175,-16.8158,-98132.6,-0.006228074,-245.3315,,,,,,,,,,,,,,,,,,,,,,,,
533,8.35115,47057.8,0.003093019,117.6445,11.5884,64002.6,0.004292,160.0065,17.2125,100572,0.006375,251.43,12.7195,73344.3,0.004710926,183.36075,18.2883,98262.2,0.006773444,245.6555,-18.8408,-107524,-0.006978074,-268.81,,,,,,,,,,,,,,,,,,,,,,,,
534,10.3761,58098.5,0.003843,145.24625,13.6134,75110.3,0.005042,187.77575,15.1875,88717.5,0.005625,221.79375,14.7445,82765.3,0.005460926,206.91325,20.1867,105854,0.007476556,264.635,-19.6342,-110994,-0.007271926,-277.485,,,,,,,,,,,,,,,,,,,,,,,,
535,12.4011,69090.2,0.004593,172.7255,15.6384,86178.5,0.005792,215.44625,13.1625,76864.5,0.004875,192.16125,16.7695,91412.6,0.006210926,228.5315,18.1617,94692.1,0.006726556,236.73025,-17.6092,-99117.7,-0.006521926,-247.79425,,,,,,,,,,,,,,,,,,,,,,,,
536,14.4261,80011.7,0.005343,200.02925,17.6634,97192.4,0.006542,242.981,11.1375,65012.8,0.004125,162.532,18.7945,99451.3,0.006960926,248.62825,16.1367,83530.8,0.005976556,208.827,-15.5842,-87241.6,-0.005771926,-218.104,,,,,,,,,,,,,,,,,,,,,,,,
537,16.4511,90873.8,0.006093,227.1845,19.6884,108144,0.007292,270.36,9.1125,53162.5,0.003375,132.90625,19.6805,102798,0.007289074,256.995,14.1117,72370.7,0.005226556,180.92675,-13.5592,-75365.7,-0.005021926,-188.41425,,,,,,,,,,,,,,,,,,,,,,,,
538,18.4761,101672,0.006843,254.18,18.7866,103174,0.006958,257.935,7.0875,41313.5,0.002625,103.28375,17.6555,91563.8,0.006539074,228.9095,12.0867,61211.8,0.004476556,153.0295,-11.5342,-63490.3,-0.004271926,-158.72575,,,,,,,,,,,,,,,,,,,,,,,,
539,19.9989,109731,0.007407,274.3275,16.7616,92014.5,0.006208,230.03625,5.0625,29466.1,0.001875,73.66525,15.6305,80331.2,0.005789074,200.828,10.0617,50054.1,0.003726556,125.13525,-9.50924,-51615.2,-0.003521941,-129.038,,,,,,,,,,,,,,,,,,,,,,,,
540,17.9739,98498.5,0.006657,246.24625,14.7366,80855.7,0.005458,202.13925,3.0375,17620.2,0.001125,44.0505,13.6055,69099.6,0.005039074,172.749,8.03672,38897.9,0.002976563,97.24475,-7.48424,-39740.8,-0.002771941,-99.352,,,,,,,,,,,,,,,,,,,,,,,,
541,15.9489,87267,0.005907,218.1675,12.7116,69698.1,0.004708,174.24525,1.0125,5775.86,0.000375,14.43965,11.5805,57869.3,0.004289074,144.67325,6.01172,27745,0.002226563,69.3625,-5.45924,-27875.1,-0.002021941,-69.68775,,,,,,,,,,,,,,,,,,,,,,,,
542,13.9239,76036.7,0.005157,190.09175,10.6866,58541.8,0.003958,146.3545,-1.0125,-6078.66,-0.000375,-15.19665,9.55547,46640.3,0.003539063,116.60075,3.98672,16602.4,0.001476563,41.506,-3.43424,-16015.3,-0.001271941,-40.03825,,,,,,,,,,,,,,,,,,,,,,,,
543,11.8989,64807.6,0.004407,162.019,8.66162,47386.7,0.003208007,118.46675,-3.0375,-17952.3,-0.001125,-44.88075,7.53047,35413.1,0.002789063,88.53275,1.96172,5492.36,0.000726563,13.7309,-1.40924,-4174.91,-0.000521941,-10.437275,,,,,,,,,,,,,,,,,,,,,,,,
544,9.87385,53579.8,0.003656981,133.9495,6.63662,36233,0.002458007,90.5825,-5.0625,-29826.5,-0.001875,-74.56625,5.50547,24191.5,0.002039063,60.47875,-0.0632813,-5550.81,-2.34E-05,-13.877025,0.615756,7585.92,0.000228058,18.9648,,,,,,,,,,,,,,,,,,,,,,,,
545,7.84885,42353.3,0.002906981,105.88325,4.61162,25080.7,0.001708007,62.70175,-7.0875,-41698.1,-0.002625,-104.24525,3.48047,12983.7,0.001289063,32.45925,-2.08828,-16520.1,-0.000773437,-41.30025,2.64076,19234.8,0.000978059,48.087,,,,,,,,,,,,,,,,,,,,,,,,
546,5.82385,31128.1,0.002156981,77.82025,2.58662,13929.9,0.000958007,34.82475,-9.1125,-53553.6,-0.003375,-133.884,1.45547,1832.12,0.000539063,4.5803,-4.11328,-27438.5,-0.001523437,-68.59625,4.66576,30863.8,0.001728059,77.1595,,,,,,,,,,,,,,,,,,,,,,,,
547,3.79885,19904.3,0.001406981,49.76075,0.561621,2780.63,0.000208008,6.951575,-11.1375,-65394.6,-0.004125,-163.4865,-0.569531,-9244.01,-0.000210937,-23.110025,-6.13828,-38356,-0.002273437,-95.89,6.69076,42445.5,0.002478059,106.11375,,,,,,,,,,,,,,,,,,,,,,,,
548,1.77385,8683.34,0.000656981,21.70835,-1.46338,-8377.6,-0.000541993,-20.944,-13.1625,-77234.6,-0.004875,-193.0865,-2.59453,-20251.1,-0.000960937,-50.62775,-8.16328,-49200.7,-0.003023437,-123.00175,8.71576,53930.9,0.003228059,134.82725,,,,,,,,,,,,,,,,,,,,,,,,
549,-0.251147,-2521.23,-9.30E-05,-6.303075,-2.98213,-16760.4,-0.001104493,-41.901,-15.1875,-89067.8,-0.005625,-222.6695,-4.61953,-31201.2,-0.001710937,-78.003,-10.1883,-59922.7,-0.003773444,-149.80675,10.7408,65306,0.003978074,163.265,,,,,,,,,,,,,,,,,,,,,,,,
550,-2.27615,-13712.4,-0.000843019,-34.281,-4.50088,-25139.4,-0.001666993,-62.8485,-17.2125,-100871,-0.006375,-252.1775,-6.64453,-42133.8,-0.002460937,-105.3345,-12.2133,-70469.6,-0.004523444,-176.174,12.7658,76518.9,0.004728074,191.29725,,,,,,,,,,,,,,,,,,,,,,,,
551,-4.30115,-24931.9,-0.001593019,-62.32975,-6.52588,-36301.4,-0.002416993,-90.7535,-19.2375,-112624,-0.007125,-281.56,-8.66953,-52946.6,-0.003210937,-132.3665,-14.2383,-80607.2,-0.005273444,-201.518,14.7908,87382.1,0.005478074,218.45525,,,,,,,,,,,,,,,,,,,,,,,,
552,-6.32615,-36123.1,-0.002343019,-90.30775,-8.55088,-47458,-0.003166993,-118.645,-19.2375,-112624,-0.007125,-281.56,-10.6945,-63572.9,-0.003960926,-158.93225,-16.2633,-90074.3,-0.006023444,-225.18575,16.8158,97591.7,0.006228074,243.97925,,,,,,,,,,,,,,,,,,,,,,,,
553,-8.35115,-47246.5,-0.003093019,-118.11625,-10.5759,-58602.7,-0.003917,-146.50675,-17.2125,-100748,-0.006375,-251.87,-12.7195,-73768.2,-0.004710926,-184.4205,-18.2883,-98788.7,-0.006773444,-246.97175,18.8408,107000,0.006978074,267.5,,,,,,,,,,,,,,,,,,,,,,,,
554,-10.3761,-58306.1,-0.003843,-145.76525,-12.6009,-69736.3,-0.004667,-174.34075,-15.1875,-88872.2,-0.005625,-222.1805,-14.7445,-83249.3,-0.005460926,-208.12325,-20.1867,-106403,-0.007476556,-266.0075,19.6342,110479,0.007271926,276.1975,,,,,,,,,,,,,,,,,,,,,,,,
555,-12.4011,-69316.3,-0.004593,-173.29075,-14.6259,-80844.1,-0.005417,-202.11025,-13.1625,-76996.4,-0.004875,-192.491,-16.7695,-91934.2,-0.006210926,-229.8355,-18.1617,-95223.4,-0.006726556,-238.0585,17.6092,98622,0.006521926,246.555,,,,,,,,,,,,,,,,,,,,,,,,
556,-14.4261,-80271.1,-0.005343,-200.67775,-16.6509,-91905.3,-0.006167,-229.76325,-11.1375,-65120.7,-0.004125,-162.80175,-18.7945,-99998.1,-0.006960926,-249.99525,-16.1367,-84043.6,-0.005976556,-210.109,15.5842,86765.7,0.005771926,216.91425,,,,,,,,,,,,,,,,,,,,,,,,
557,-16.4511,-91157.2,-0.006093,-227.893,-18.6759,-102897,-0.006917,-257.2425,-9.1125,-53245.5,-0.003375,-133.11375,-19.6805,-103354,-0.007289074,-258.385,-14.1117,-72864.2,-0.005226556,-182.1605,13.5592,74910.6,0.005021926,187.2765,,,,,,,,,,,,,,,,,,,,,,,,
558,-18.4761,-101978,-0.006843,-254.945,-19.7991,-108975,-0.007333,-272.4375,-7.0875,-41370.5,-0.002625,-103.42625,-17.6555,-92101.8,-0.006539074,-230.2545,-12.0867,-61685,-0.004476556,-154.2125,11.5342,63056.8,0.004271926,157.642,,,,,,,,,,,,,,,,,,,,,,,,
559,-19.9989,-110054,-0.007407,-275.135,-17.7741,-97795.2,-0.006583,-244.488,-5.0625,-29496,-0.001875,-73.74,-15.6305,-80850,-0.005789074,-202.125,-10.0617,-50506.2,-0.003726556,-126.2655,9.50924,51204.4,0.003521941,128.011,,,,,,,,,,,,,,,,,,,,,,,,
560,-17.9739,-98802.6,-0.006657,-247.0065,-15.7491,-86615.8,-0.005833,-216.5395,-3.0375,-17622,-0.001125,-44.055,-13.6055,-69598.7,-0.005039074,-173.99675,-8.03672,-39327.9,-0.002976563,-98.31975,7.48424,39353.6,0.002771941,98.384,,,,,,,,,,,,,,,,,,,,,,,,
561,-15.9489,-87551.5,-0.005907,-218.87875,-13.7241,-75436.6,-0.005083,-188.5915,-1.0125,-5749.21,-0.000375,-14.373025,-11.5805,-58347.7,-0.004289074,-145.86925,-6.01172,-28156.3,-0.002226563,-70.39075,5.45924,27506,0.002021941,68.765,,,,,,,,,,,,,,,,,,,,,,,,
562,-13.9239,-76300.4,-0.005157,-190.751,-11.6991,-64257.6,-0.004333,-160.644,1.0125,6090.26,0.000375,15.22565,-9.55547,-47097.2,-0.003539063,-117.743,-3.98672,-16991,-0.001476563,-42.4775,3.43424,15669.1,0.001271941,39.17275,,,,,,,,,,,,,,,,,,,,,,,,
563,-11.8989,-65049.7,-0.004407,-162.62425,-9.67412,-53078.8,-0.003583007,-132.697,3.0375,17932.9,0.001125,44.83225,-7.53047,-35847.4,-0.002789063,-89.6185,-1.96172,-5842.73,-0.000726563,-14.606825,1.40924,3862.45,0.000521941,9.656125,,,,,,,,,,,,,,,,,,,,,,,,
564,-9.87385,-53799.3,-0.003656981,-134.49825,-7.64912,-41900.4,-0.002833007,-104.751,5.0625,29778.5,0.001875,74.44625,-5.50547,-24606.7,-0.002039063,-61.51675,0.0632813,5222.74,2.34E-05,13.05685,0.902994,921.699,0.000334442,2.3042475,,,,,,,,,,,,,,,,,,,,,,,,
565,-7.84885,-42549.3,-0.002906981,-106.37325,-5.62412,-30722.4,-0.002083007,-76.806,7.0875,41617.1,0.002625,104.04275,-3.48047,-13373.5,-0.001289063,-33.43375,2.08828,16192.9,0.000773437,40.48225,0.143619,-3481.86,5.32E-05,-8.70465,,,,,,,,,,,,,,,,,,,,,,,,
566,-5.82385,-31299.9,-0.002156981,-78.24975,-3.59912,-19544.9,-0.001333007,-48.86225,9.1125,53441.4,0.003375,133.6035,-1.45547,-2173.53,-0.000539063,-5.433825,4.11328,27115.4,0.001523437,67.7885,-0.141147,-5128.34,-5.23E-05,-12.82085,,,,,,,,,,,,,,,,,,,,,,,,
567,-3.79885,-20051.1,-0.001406981,-50.12775,-1.57412,-8368.31,-0.000583007,-20.920775,11.1375,65262,0.004125,163.155,0.569531,8907.88,0.000210937,22.2697,6.13828,38016.1,0.002273437,95.04025,-0.568295,-7592.79,-0.00021048,-18.981975,,,,,,,,,,,,,,,,,,,,,,,,
568,-1.77385,-8814.76,-0.000656981,-22.0369,0.450879,2789.18,0.000166992,6.97295,13.1625,77083.3,0.004875,192.70825,2.59453,19910.5,0.000960937,49.77625,8.16328,48832.3,0.003023437,122.08075,-1.20902,-11284.5,-0.000447785,-28.21125,,,,,,,,,,,,,,,,,,,,,,,,
569,0.251147,2407.12,9.30E-05,6.0178,2.47588,13924.6,0.000916993,34.8115,15.1875,88898.9,0.005625,222.24725,4.61953,30872.3,0.001710937,77.18075,10.1883,59533.2,0.003773444,148.833,-2.1701,-16815.6,-0.000803741,-42.039,,,,,,,,,,,,,,,,,,,,,,,,
570,2.27615,13585.6,0.000843019,33.964,4.50088,25061.8,0.001666993,62.6545,17.2125,100690,0.006375,251.725,6.64453,41778.4,0.002460937,104.446,12.2133,70068.3,0.004523444,175.17075,-3.61173,-25092.1,-0.001337678,-62.73025,,,,,,,,,,,,,,,,,,,,,,,,
571,4.30115,24776.1,0.001593019,61.94025,6.52588,36195.4,0.002416993,90.4885,19.2375,112432,0.007125,281.08,8.66953,52568.5,0.003210937,131.42125,14.2383,80193.8,0.005273444,200.4845,-5.63673,-36725.2,-0.002087678,-91.813,,,,,,,,,,,,,,,,,,,,,,,,
572,6.32615,35943.7,0.002343019,89.85925,8.55088,47328.5,0.003166993,118.32125,19.2375,112432,0.007125,281.08,10.6945,63183.3,0.003960926,157.95825,16.2633,89646.7,0.006023444,224.11675,-7.66173,-48297.6,-0.002837678,-120.744,,,,,,,,,,,,,,,,,,,,,,,,
573,8.35115,47055.6,0.003093019,117.639,10.5759,58452.5,0.003917,146.13125,17.2125,100576,0.006375,251.44,12.7195,73370.1,0.004710926,183.42525,18.2883,98345.7,0.006773444,245.86425,-9.68673,-59769.2,-0.003587678,-149.423,,,,,,,,,,,,,,,,,,,,,,,,
574,10.3761,58097,0.003843,145.2425,12.6009,69569.6,0.004667,173.924,15.1875,88722,0.005625,221.805,14.7445,82834.7,0.005460926,207.08675,20.1867,105940,0.007476556,264.85,-11.7117,-71107.4,-0.004337667,-177.7685,,,,,,,,,,,,,,,,,,,,,,,,
575,12.4011,69089.5,0.004593,172.72375,14.6259,80659.1,0.005417,201.64775,13.1625,76869,0.004875,192.1725,16.7695,91504.4,0.006210926,228.761,18.1617,94777.9,0.006726556,236.94475,-13.7367,-82231.3,-0.005087667,-205.57825,,,,,,,,,,,,,,,,,,,,,,,,
576,14.4261,80014.7,0.005343,200.03675,16.6509,91702.6,0.006167,229.2565,11.1375,65017.3,0.004125,162.54325,18.7945,99550.6,0.006960926,248.8765,16.1367,83616.4,0.005976556,209.041,-15.7617,-92852.1,-0.005837667,-232.13025,,,,,,,,,,,,,,,,,,,,,,,,
577,16.4511,90877.4,0.006093,227.1935,18.6759,102679,0.006917,256.6975,9.1125,53166.9,0.003375,132.91725,19.6805,102897,0.007289074,257.2425,14.1117,72456,0.005226556,181.14,-17.7867,-102726,-0.006587667,-256.815,,,,,,,,,,,,,,,,,,,,,,,,
578,18.4761,101677,0.006843,254.1925,19.7991,108744,0.007333,271.86,7.0875,41318,0.002625,103.295,17.6555,91662.7,0.006539074,229.15675,12.0867,61296.8,0.004476556,153.242,-19.8117,-111786,-0.007337667,-279.465,,,,,,,,,,,,,,,,,,,,,,,,
579,19.9989,109737,0.007407,274.3425,17.7741,97583.7,0.006583,243.95925,5.0625,29470.6,0.001875,73.6765,15.6305,80429.7,0.005789074,201.07425,10.0617,50138.9,0.003726556,125.34725,-18.6633,-105050,-0.006912333,-262.625,,,,,,,,,,,,,,,,,,,,,,,,
580,17.9739,98504.1,0.006657,246.26025,15.7491,86424.3,0.005833,216.06075,3.0375,17624.6,0.001125,44.0615,13.6055,69198,0.005039074,172.995,8.03672,38982.8,0.002976563,97.457,-16.6383,-93174.1,-0.006162333,-232.93525,,,,,,,,,,,,,,,,,,,,,,,,
581,15.9489,87272.6,0.005907,218.1815,13.7241,75266.1,0.005083,188.16525,1.0125,5780.43,0.000375,14.451075,11.5805,57967.4,0.004289074,144.9185,6.01172,27828.9,0.002226563,69.57225,-14.6133,-81298,-0.005412333,-203.245,,,,,,,,,,,,,,,,,,,,,,,,
582,13.9239,76042.3,0.005157,190.10575,11.6991,64109.1,0.004333,160.27275,-1.0125,-6071.75,-0.000375,-15.179375,9.55547,46738.2,0.003539063,116.8455,3.98672,16684.8,0.001476563,41.712,-12.5883,-69422.2,-0.004662333,-173.5555,,,,,,,,,,,,,,,,,,,,,,,,
583,11.8989,64813.2,0.004407,162.033,9.67412,52953.4,0.003583007,132.3835,-3.0375,-17945.2,-0.001125,-44.863,7.53047,35511,0.002789063,88.7775,1.96172,5565.86,0.000726563,13.91465,-10.5633,-57546.9,-0.003912333,-143.86725,,,,,,,,,,,,,,,,,,,,,,,,
584,9.87385,53585.4,0.003656981,133.9635,7.64912,41799.1,0.002833007,104.49775,-5.0625,-29819.4,-0.001875,-74.5485,5.50547,24287.8,0.002039063,60.7195,-0.0632813,-5477.75,-2.34E-05,-13.694375,-8.53827,-45672.1,-0.003162322,-114.18025,,,,,,,,,,,,,,,,,,,,,,,,
585,7.84885,42358.9,0.002906981,105.89725,5.62412,30646,0.002083007,76.615,-7.0875,-41691.1,-0.002625,-104.22775,3.48047,13076.3,0.001289063,32.69075,-2.08828,-16451.9,-0.000773437,-41.12975,-6.51327,-33799.4,-0.002412322,-84.4985,,,,,,,,,,,,,,,,,,,,,,,,
586,5.82385,31133.7,0.002156981,77.83425,3.59912,19494.4,0.001333007,48.736,-9.1125,-53549.1,-0.003375,-133.87275,1.45547,1914.47,0.000539063,4.786175,-4.11328,-27375.6,-0.001523437,-68.439,-4.48827,-21936.3,-0.001662322,-54.84075,,,,,,,,,,,,,,,,,,,,,,,,
587,3.79885,19910.5,0.001406981,49.77625,1.57412,8344.55,0.000583007,20.861375,-11.1375,-65390.2,-0.004125,-163.4755,-0.569531,-9160.34,-0.000210937,-22.90085,-6.13828,-38281.6,-0.002273437,-95.704,-2.46327,-10081.4,-0.000912322,-25.2035,,,,,,,,,,,,,,,,,,,,,,,,
588,1.77385,8689.42,0.000656981,21.72355,-0.450879,-2798.41,-0.000166992,-6.996025,-13.1625,-77230.4,-0.004875,-193.076,-2.59453,-20172.9,-0.000960937,-50.43225,-8.16328,-49136.7,-0.003023437,-122.84175,-0.438272,1728.4,-0.000162323,4.321,,,,,,,,,,,,,,,,,,,,,,,,
589,-0.251147,-2515.11,-9.30E-05,-6.287775,-2.47588,-13972.5,-0.000916993,-34.93125,-15.1875,-89064.9,-0.005625,-222.66225,-4.61953,-31119.4,-0.001710937,-77.7985,-10.1883,-59869.7,-0.003773444,-149.67425,1.58673,13417.6,0.000587678,33.544,,,,,,,,,,,,,,,,,,,,,,,,
590,-2.27615,-13700.8,-0.000843019,-34.252,-4.50088,-25145.6,-0.001666993,-62.864,-17.2125,-100870,-0.006375,-252.175,-6.64453,-42052,-0.002460937,-105.13,-12.2133,-70433.7,-0.004523444,-176.08425,3.61173,25039.4,0.001337678,62.5985,,,,,,,,,,,,,,,,,,,,,,,,
591,-4.30115,-24920.4,-0.001593019,-62.301,-6.52588,-36307,-0.002416993,-90.7675,-19.2375,-112625,-0.007125,-281.5625,-8.66953,-52879.2,-0.003210937,-132.198,-14.2383,-80604.5,-0.005273444,-201.51125,5.63673,36654.8,0.002087678,91.637,,,,,,,,,,,,,,,,,,,,,,,,
592,-6.32615,-36112.1,-0.002343019,-90.28025,-8.55088,-47463.7,-0.003166993,-118.65925,-19.2375,-112625,-0.007125,-281.5625,-10.6945,-63523.8,-0.003960926,-158.8095,-16.2633,-90106.9,-0.006023444,-225.26725,7.66173,48192.2,0.002837678,120.4805,,,,,,,,,,,,,,,,,,,,,,,,
593,-8.35115,-47241.1,-0.003093019,-118.10275,-10.5759,-58610,-0.003917,-146.525,-17.2125,-100748,-0.006375,-251.87,-12.7195,-73757.7,-0.004710926,-184.39425,-18.2883,-98840.1,-0.006773444,-247.10025,9.68673,59627.5,0.003587678,149.06875,,,,,,,,,,,,,,,,,,,,,,,,
594,-10.3761,-58301.5,-0.003843,-145.75375,-12.6009,-69743.4,-0.004667,-174.3585,-15.1875,-88872.4,-0.005625,-222.181,-14.7445,-83282.4,-0.005460926,-208.206,-20.1867,-106459,-0.007476556,-266.1475,11.7117,70928.3,0.004337667,177.32075,,,,,,,,,,,,,,,,,,,,,,,,
595,-12.4011,-69313.1,-0.004593,-173.28275,-14.6259,-80850.5,-0.005417,-202.12625,-13.1625,-76996.6,-0.004875,-192.4915,-16.7695,-91991.2,-0.006210926,-229.978,-18.1617,-95278.8,-0.006726556,-238.197,13.7367,82010.8,0.005087667,205.027,,,,,,,,,,,,,,,,,,,,,,,,
596,-14.4261,-80269.9,-0.005343,-200.67475,-16.6509,-91910.6,-0.006167,-229.7765,-11.1375,-65121,-0.004125,-162.8025,-18.7945,-100064,-0.006960926,-250.16,-16.1367,-84098.9,-0.005976556,-210.24725,15.7617,92565,0.005837667,231.4125,,,,,,,,,,,,,,,,,,,,,,,,
597,-16.4511,-91158.8,-0.006093,-227.897,-18.6759,-102901,-0.006917,-257.2525,-9.1125,-53245.6,-0.003375,-133.114,-19.6805,-103420,-0.007289074,-258.55,-14.1117,-72919.4,-0.005226556,-182.2985,17.7867,102351,0.006587667,255.8775,,,,,,,,,,,,,,,,,,,,,,,,
598,-18.4761,-101981,-0.006843,-254.9525,-19.7991,-108977,-0.007333,-272.4425,-7.0875,-41370.7,-0.002625,-103.42675,-17.6555,-92167.7,-0.006539074,-230.41925,-12.0867,-61740.2,-0.004476556,-154.3505,19.8117,111332,0.007337667,278.33,,,,,,,,,,,,,,,,,,,,,,,,
599,-19.9989,-110059,-0.007407,-275.1475,-17.7741,-97797.9,-0.006583,-244.49475,-5.0625,-29496.2,-0.001875,-73.7405,-15.6305,-80915.9,-0.005789074,-202.28975,-10.0617,-50561.3,-0.003726556,-126.40325,18.6633,104607,0.006912333,261.5175,,,,,,,,,,,,,,,,,,,,,,,,
600,-17.9739,-98807.5,-0.006657,-247.01875,-15.7491,-86618.5,-0.005833,-216.54625,-3.0375,-17622.2,-0.001125,-44.0555,-13.6055,-69664.4,-0.005039074,-174.161,-8.03672,-39382.8,-0.002976563,-98.457,16.6383,92750.1,0.006162333,231.87525,,,,,,,,,,,,,,,,,,,,,,,,
601,-15.9489,-87556.4,-0.005907,-218.891,-13.7241,-75439.3,-0.005083,-188.59825,-1.0125,-5749.55,-0.000375,-14.373875,-11.5805,-58413.4,-0.004289074,-146.0335,-6.01172,-28209.3,-0.002226563,-70.52325,14.6133,80894.1,0.005412333,202.23525,,,,,,,,,,,,,,,,,,,,,,,,
602,-13.9239,-76305.5,-0.005157,-190.76375,-11.6991,-64260.2,-0.004333,-160.6505,1.0125,6088.42,0.000375,15.22105,-9.55547,-47162.7,-0.003539063,-117.90675,-3.98672,-17043.1,-0.001476563,-42.60775,12.5883,69039.3,0.004662333,172.59825,,,,,,,,,,,,,,,,,,,,,,,,
603,-11.8989,-65054.8,-0.004407,-162.637,-9.67412,-53081.5,-0.003583007,-132.70375,3.0375,17930.9,0.001125,44.82725,-7.53047,-35912.4,-0.002789063,-89.781,-1.96172,-5890.01,-0.000726563,-14.725025,10.5633,57185.9,0.003912333,142.96475,,,,,,,,,,,,,,,,,,,,,,,,
604,-9.87385,-53804.4,-0.003656981,-134.511,-7.64912,-41903.2,-0.002833007,-104.758,5.0625,29776.3,0.001875,74.44075,-5.50547,-24670.2,-0.002039063,-61.6755,0.0632813,5169.5,2.34E-05,12.92375,8.53827,45334,0.003162322,113.335,,,,,,,,,,,,,,,,,,,,,,,,
605,-7.84885,-42554.6,-0.002906981,-106.3865,-5.62412,-30725.1,-0.002083007,-76.81275,7.0875,41615.2,0.002625,104.038,-3.48047,-13435.2,-0.001289063,-33.588,2.08828,16147.4,0.000773437,40.3685,6.51327,33484.3,0.002412322,83.71075,,,,,,,,,,,,,,,,,,,,,,,,
606,-5.82385,-31305.3,-0.002156981,-78.26325,-3.59912,-19547.6,-0.001333007,-48.869,9.1125,53441.9,0.003375,133.60475,-1.45547,-2232.25,-0.000539063,-5.580625,4.11328,27067.8,0.001523437,67.6695,4.48827,21640.7,0.001662322,54.10175,,,,,,,,,,,,,,,,,,,,,,,,
607,-3.79885,-20056.6,-0.001406981,-50.1415,-1.57412,-8371.25,-0.000583007,-20.928125,11.1375,65262.6,0.004125,163.1565,0.569531,8848.7,0.000210937,22.12175,6.13828,37974.5,0.002273437,94.93625,2.46327,9809.45,0.000912322,24.523625,,,,,,,,,,,,,,,,,,,,,,,,
608,-1.77385,-8819.39,-0.000656981,-22.048475,0.450879,2784.59,0.000166992,6.961475,13.1625,77083.9,0.004875,192.70975,2.59453,19857.9,0.000960937,49.64475,8.16328,48801.2,0.003023437,122.003,0.438272,-1968.2,0.000162323,-4.9205,,,,,,,,,,,,,,,,,,,,,,,,
609,0.251147,2401.4,9.30E-05,6.0035,2.47588,13919.5,0.000916993,34.79875,15.1875,88900.7,0.005625,222.25175,4.61953,30819.3,0.001710937,77.04825,10.1883,59512.5,0.003773444,148.78125,-1.58673,-13648.6,-0.000587678,-34.1215,,,,,,,,,,,,,,,,,,,,,,,,
610,1.7699,10778.8,0.000655519,26.947,4.50088,25056.8,0.001666993,62.642,17.2125,100694,0.006375,251.735,6.64453,41732.3,0.002460937,104.33075,12.2133,70062.5,0.004523444,175.15625,-3.10548,-22378.3,-0.001150178,-55.94575,,,,,,,,,,,,,,,,,,,,,,,,
